GALEXASCJ00002;     survey; Equatorial; J2000; 00:00:21.2; +31:01:17.9; Heliocentric; Optical; 566.0;  N;
NGC4251;            survey; Equatorial; J2000; 12:18:08.3; +28:10:31.2; Heliocentric; Optical; 1066.1; N;
SDSSJ121811.04;     survey; Equatorial; J2000; 12:18:11.1; +46:55:00.7; Heliocentric; Optical; 402.1;  N;
IC3120;             survey; Equatorial; J2000; 12:18:15.3; +13:44:57.0; Heliocentric; Optical; 242.1;  N;
WISEAJ121818.1;     survey; Equatorial; J2000; 12:18:18.2; -00:27:43.9; Heliocentric; Optical; 199.9;  N;
WISEAJ121829.3;     survey; Equatorial; J2000; 12:18:29.3; +28:38:42.4; Heliocentric; Optical; 930.0;  N;
VCC0290;            survey; Equatorial; J2000; 12:18:30.6; +12:23:57.6; Heliocentric; Optical; 1150.0; N;
NGC4252;            survey; Equatorial; J2000; 12:18:30.9; +05:33:33.9; Heliocentric; Optical; 878.3;  N;
VCC0293;            survey; Equatorial; J2000; 12:18:31.9; +13:11:28.4; Heliocentric; Optical; 956.0;  N;
VCC0299;            survey; Equatorial; J2000; 12:18:39.9; +13:35:54.4; Heliocentric; Optical; 238.2;  N;
WISEAJ121840.1;     survey; Equatorial; J2000; 12:18:40.1; +45:54:35.7; Heliocentric; Optical; 1036.0; N;
UGC07346;           survey; Equatorial; J2000; 12:18:41.8; +17:43:07.2; Heliocentric; Optical; 675.3;  N;
VCC0300;            survey; Equatorial; J2000; 12:18:42.2; +05:39:54.7; Heliocentric; Optical; 1266.3; N;
VCC0304;            survey; Equatorial; J2000; 12:18:43.9; +12:23:09.0; Heliocentric; Optical; 150.7;  N;
VCC0321;            survey; Equatorial; J2000; 12:19:06.0; +05:44:20.5; Heliocentric; Optical; 1227.1; N;
GALEXASCJ12191;     survey; Equatorial; J2000; 12:19:12.4; +14:10:44.4; Heliocentric; Optical; 1150.0; N;
VCC0330;            survey; Equatorial; J2000; 12:19:12.5; +12:51:07.1; Heliocentric; Optical; 820.4;  N;
KUG1216+141;        survey; Equatorial; J2000; 12:19:14.2; +13:52:56.4; Heliocentric; Optical; -249.8; N;
WISEAJ121915.1;     survey; Equatorial; J2000; 12:19:15.1; +44:48:02.7; Heliocentric; Optical; 922.0;  N;
VCC0331;            survey; Equatorial; J2000; 12:19:15.5; +06:17:38.5; Heliocentric; Optical; 661.2;  N;
WISEAJ121922.5;     survey; Equatorial; J2000; 12:19:22.6; +15:55:26.8; Heliocentric; Optical; 804.0;  N;
SDSSJ121923.35;     survey; Equatorial; J2000; 12:19:23.4; +19:35:14.5; Heliocentric; Optical; 952.4;  N;
UGC07366;           survey; Equatorial; J2000; 12:19:28.7; +17:13:49.7; Heliocentric; Optical; 918.9;  N;
NGC4262;            survey; Equatorial; J2000; 12:19:30.6; +14:52:39.5; Heliocentric; Optical; 1359.0; N;
VCC0361;            survey; Equatorial; J2000; 12:19:37.0; +15:09:43.9; Heliocentric; Optical; 1191.7; N;
WISEAJ121938.4;     survey; Equatorial; J2000; 12:19:38.4; +31:12:53.9; Heliocentric; Optical; 1351.0; N;
IC0779;             survey; Equatorial; J2000; 12:19:38.7; +29:52:59.9; Heliocentric; Optical; 221.6;  N;
NGC4267;            survey; Equatorial; J2000; 12:19:45.3; +12:47:53.8; Heliocentric; Optical; 1021.1; N;
WISEAJ121949.8;     survey; Equatorial; J2000; 12:19:49.9; +64:05:24.0; Heliocentric; Optical; 1353.3; N;
VCC0378;            survey; Equatorial; J2000; 12:19:50.5; +15:40:16.6; Heliocentric; Optical; 1150.0; N;
SDSSJ121952.11;     survey; Equatorial; J2000; 12:19:52.1; +61:31:10.1; Heliocentric; Optical; 516.2;  N;
ISZ399;             survey; Equatorial; J2000; 12:19:59.5; -17:23:31.0; Heliocentric; Optical; 1394.0; N;
IC0781;             survey; Equatorial; J2000; 12:20:03.3; +14:57:41.7; Heliocentric; Optical; 1354.2; N;
GALEXASCJ12200;     survey; Equatorial; J2000; 12:20:09.9; +40:52:42.7; Heliocentric; Optical; 520.0;  N;
WISEAJ122017.4;     survey; Equatorial; J2000; 12:20:17.5; +29:06:09.5; Heliocentric; Optical; 720.3;  N;
VCC0403;            survey; Equatorial; J2000; 12:20:17.6; +10:19:15.4; Heliocentric; Optical; 1150.0; N;
WISEAJ122020.1;     survey; Equatorial; J2000; 12:20:20.1; +09:47:50.1; Heliocentric; Optical; 1188.6; N;
NGC4283;            survey; Equatorial; J2000; 12:20:20.8; +29:18:39.4; Heliocentric; Optical; 1055.9; N;
CGCG014-010;        survey; Equatorial; J2000; 12:20:21.3; +00:22:03.0; Heliocentric; Optical; 893.7;  N;
VCC0410;            survey; Equatorial; J2000; 12:20:21.8; +12:11:16.1; Heliocentric; Optical; 280.9;  N;
WISEAJ122025.8;     survey; Equatorial; J2000; 12:20:25.8; +33:14:31.2; Heliocentric; Optical; 1036.4; N;
VCC0425;            survey; Equatorial; J2000; 12:20:35.7; +08:12:04.9; Heliocentric; Optical; 1150.0; N;
KUG1218+310;        survey; Equatorial; J2000; 12:20:35.9; +30:47:56.0; Heliocentric; Optical; 1101.0; N;
VCC0426;            survey; Equatorial; J2000; 12:20:36.3; +12:53:05.1; Heliocentric; Optical; 1182.1; N;
NGC4288;            survey; Equatorial; J2000; 12:20:38.2; +46:17:30.4; Heliocentric; Optical; 530.6;  N;
VCC0428;            survey; Equatorial; J2000; 12:20:40.3; +13:53:22.4; Heliocentric; Optical; 799.1;  N;
WISEAJ122041.1;     survey; Equatorial; J2000; 12:20:41.2; +24:57:22.2; Heliocentric; Optical; 786.0;  N;
NGC4286;            survey; Equatorial; J2000; 12:20:42.1; +29:20:45.2; Heliocentric; Optical; 636.6;  N;
VCC0429;            survey; Equatorial; J2000; 12:20:44.0; +14:37:51.8; Heliocentric; Optical; 598.5;  N;
UGC07401;           survey; Equatorial; J2000; 12:20:48.4; +47:49:33.6; Heliocentric; Optical; 761.8;  N;
KUG1218+387;        survey; Equatorial; J2000; 12:20:54.8; +38:25:48.6; Heliocentric; Optical; 574.1;  N;
WISEAJ122055.7;     survey; Equatorial; J2000; 12:20:55.7; +11:05:56.2; Heliocentric; Optical; 1150.0; N;
VCC0448;            survey; Equatorial; J2000; 12:21:00.2; +12:43:33.6; Heliocentric; Optical; 672.1;  N;
VCC0453;            survey; Equatorial; J2000; 12:21:06.1; +11:35:43.1; Heliocentric; Optical; 937.7;  N;
UGC07408;           survey; Equatorial; J2000; 12:21:15.2; +45:48:43.3; Heliocentric; Optical; 459.9;  N;
NGC4294;            survey; Equatorial; J2000; 12:21:17.8; +11:30:38.6; Heliocentric; Optical; 355.0;  N;
VCC0469;            survey; Equatorial; J2000; 12:21:19.2; +16:36:33.6; Heliocentric; Optical; 1245.0; N;
SDSSJ122120.10;     survey; Equatorial; J2000; 12:21:20.1; +29:42:55.7; Heliocentric; Optical; 908.9;  N;
WISEAJ122121.0;     survey; Equatorial; J2000; 12:21:21.0; +08:03:47.4; Heliocentric; Optical; 1150.0; N;
LSBVCC357;          survey; Equatorial; J2000; 12:21:23.2; +13:35:02.4; Heliocentric; Optical; 1150.0; N;
NGC4298;            survey; Equatorial; J2000; 12:21:32.8; +14:36:21.8; Heliocentric; Optical; 1124.0; N;
SDSSJ122138.37;     survey; Equatorial; J2000; 12:21:38.4; +08:46:38.1; Heliocentric; Optical; 1396.3; N;
IC0783;             survey; Equatorial; J2000; 12:21:38.8; +15:44:42.9; Heliocentric; Optical; 1266.9; N;
VCC0489;            survey; Equatorial; J2000; 12:21:39.6; +04:23:33.3; Heliocentric; Optical; 1142.5; N;
NGC4299;            survey; Equatorial; J2000; 12:21:40.5; +11:29:59.7; Heliocentric; Optical; 237.1;  N;
WISEAJ122147.0;     survey; Equatorial; J2000; 12:21:47.1; +05:59:20.7; Heliocentric; Optical; 746.6;  N;
VCC0502;            survey; Equatorial; J2000; 12:21:48.8; +11:51:06.8; Heliocentric; Optical; 1150.0; N;
WISEAJ122149.0;     survey; Equatorial; J2000; 12:21:49.1; +13:35:51.2; Heliocentric; Optical; 1150.0; N;
VCC0503;            survey; Equatorial; J2000; 12:21:50.2; +08:32:30.4; Heliocentric; Optical; 1116.1; N;
UGC07425;           survey; Equatorial; J2000; 12:21:53.7; +15:38:45.0; Heliocentric; Optical; 840.8;  N;
IC3208;             survey; Equatorial; J2000; 12:21:55.6; +11:58:00.6; Heliocentric; Optical; 150.7;  N;
NGC4308;            survey; Equatorial; J2000; 12:21:56.9; +30:04:27.8; Heliocentric; Optical; 636.6;  N;
UGC07424;           survey; Equatorial; J2000; 12:21:57.5; +08:40:30.0; Heliocentric; Optical; 851.1;  N;
UGC07428;           survey; Equatorial; J2000; 12:22:02.6; +32:05:45.4; Heliocentric; Optical; 1137.1; N;
VCCA026;            survey; Equatorial; J2000; 12:22:04.7; +07:44:22.1; Heliocentric; Optical; 1276.3; N;
GALEXASCJ12220;     survey; Equatorial; J2000; 12:22:05.5; -09:48:02.5; Heliocentric; Optical; 1328.1; N;
NGC4307;            survey; Equatorial; J2000; 12:22:05.6; +09:02:37.3; Heliocentric; Optical; 1055.4; N;
VCC0529;            survey; Equatorial; J2000; 12:22:08.6; +09:53:39.8; Heliocentric; Optical; 996.7;  N;
IC3215;             survey; Equatorial; J2000; 12:22:10.2; +26:03:07.8; Heliocentric; Optical; 1019.0; N;
VCC0536;            survey; Equatorial; J2000; 12:22:12.2; +16:58:27.7; Heliocentric; Optical; 1150.0; N;
NGC4309;            survey; Equatorial; J2000; 12:22:12.4; +07:08:39.6; Heliocentric; Optical; 1043.1; N;
NGC4309A;           survey; Equatorial; J2000; 12:22:14.7; +07:10:01.7; Heliocentric; Optical; 755.3;  N;
VCC0539;            survey; Equatorial; J2000; 12:22:14.8; +14:08:31.8; Heliocentric; Optical; 1222.3; N;
IC3218;             survey; Equatorial; J2000; 12:22:19.5; +06:55:40.7; Heliocentric; Optical; 1062.7; N;
UGC07436;           survey; Equatorial; J2000; 12:22:19.5; +14:45:38.7; Heliocentric; Optical; 977.0;  N;
IC0783A;            survey; Equatorial; J2000; 12:22:19.6; +15:44:00.9; Heliocentric; Optical; 1178.9; N;
LSBCF573-10;        survey; Equatorial; J2000; 12:22:23.8; +17:01:10.2; Heliocentric; Optical; 1069.9; N;
VCC0554;            survey; Equatorial; J2000; 12:22:24.3; +15:28:15.7; Heliocentric; Optical; 1149.5; N;
NGC4310;            survey; Equatorial; J2000; 12:22:26.3; +29:12:31.5; Heliocentric; Optical; 918.0;  N;
NGC4301;            survey; Equatorial; J2000; 12:22:27.2; +04:33:58.4; Heliocentric; Optical; 1284.9; N;
VCC0558;            survey; Equatorial; J2000; 12:22:31.3; +07:07:08.4; Heliocentric; Optical; 907.2;  N;
NGC4314;            survey; Equatorial; J2000; 12:22:31.8; +29:53:45.2; Heliocentric; Optical; 962.9;  N;
IC3227;             survey; Equatorial; J2000; 12:22:35.7; +24:05:06.0; Heliocentric; Optical; 1388.9; N;
IC3224;             survey; Equatorial; J2000; 12:22:36.0; +12:09:28.8; Heliocentric; Optical; 5.1;    N;
VCC0571;            survey; Equatorial; J2000; 12:22:41.1; +07:57:01.4; Heliocentric; Optical; 1101.3; N;
NGC4316;            survey; Equatorial; J2000; 12:22:42.2; +09:19:57.9; Heliocentric; Optical; 1250.1; N;
NGC4318;            survey; Equatorial; J2000; 12:22:43.3; +08:11:54.0; Heliocentric; Optical; 1203.1; N;
GALEXMSCJ12224;     survey; Equatorial; J2000; 12:22:43.4; +14:18:07.3; Heliocentric; Optical; 1150.0; N;
VCC0582;            survey; Equatorial; J2000; 12:22:47.2; +08:26:14.2; Heliocentric; Optical; 1150.0; N;
VCC0584;            survey; Equatorial; J2000; 12:22:48.3; +07:54:48.6; Heliocentric; Optical; 1297.8; N;
VCC0592;            survey; Equatorial; J2000; 12:22:50.9; +13:35:34.4; Heliocentric; Optical; 1102.0; N;
WISEAJ122252.7;     survey; Equatorial; J2000; 12:22:52.7; +33:49:44.0; Heliocentric; Optical; 573.2;  N;
VCC0600;            survey; Equatorial; J2000; 12:22:55.5; +15:33:34.2; Heliocentric; Optical; 1150.0; N;
VCC0598;            survey; Equatorial; J2000; 12:22:56.2; +07:43:58.7; Heliocentric; Optical; 1053.8; N;
VCCA028;            survey; Equatorial; J2000; 12:22:59.6; +08:01:51.3; Heliocentric; Optical; 651.5;  N;
VCC0610;            survey; Equatorial; J2000; 12:23:03.2; +16:19:41.4; Heliocentric; Optical; 1150.0; N;
VCC0611;            survey; Equatorial; J2000; 12:23:04.9; +08:19:59.6; Heliocentric; Optical; 1304.5; N;
WISEAJ122308.1;     survey; Equatorial; J2000; 12:23:08.1; +53:01:20.5; Heliocentric; Optical; 893.8;  N;
UGC07457;           survey; Equatorial; J2000; 12:23:09.7; +29:20:59.1; Heliocentric; Optical; 551.7;  N;
UGCA278;            survey; Equatorial; J2000; 12:23:10.1; -13:56:47.8; Heliocentric; Optical; 1156.0; N;
GALEXMSCJ12231;     survey; Equatorial; J2000; 12:23:14.8; +11:33:23.4; Heliocentric; Optical; 1150.0; N;
VCC0632;            survey; Equatorial; J2000; 12:23:20.0; +07:04:05.0; Heliocentric; Optical; 1139.2; N;
NGC4328;            survey; Equatorial; J2000; 12:23:20.0; +15:49:13.4; Heliocentric; Optical; 484.5;  N;
VCC0640;            survey; Equatorial; J2000; 12:23:27.4; +07:48:05.5; Heliocentric; Optical; 1150.0; N;
NGC4346;            survey; Equatorial; J2000; 12:23:28.0; +46:59:37.6; Heliocentric; Optical; 831.9;  N;
VCC0641;            survey; Equatorial; J2000; 12:23:28.5; +05:48:59.7; Heliocentric; Optical; 916.1;  N;
VCC0643;            survey; Equatorial; J2000; 12:23:29.4; +14:53:21.5; Heliocentric; Optical; 1150.0; N;
NGC4336;            survey; Equatorial; J2000; 12:23:29.8; +19:25:36.5; Heliocentric; Optical; 1043.3; N;
WISEAJ122331.8;     survey; Equatorial; J2000; 12:23:31.9; +11:16:15.3; Heliocentric; Optical; 1150.0; N;
NGC4339;            survey; Equatorial; J2000; 12:23:34.9; +06:04:54.5; Heliocentric; Optical; 1266.0; N;
NGC4340;            survey; Equatorial; J2000; 12:23:35.3; +16:43:20.4; Heliocentric; Optical; 933.0;  N;
VCC0653;            survey; Equatorial; J2000; 12:23:36.9; +07:35:43.7; Heliocentric; Optical; 1245.0; N;
NGC4344;            survey; Equatorial; J2000; 12:23:37.5; +17:32:28.6; Heliocentric; Optical; 1152.3; N;
VCC0659;            survey; Equatorial; J2000; 12:23:38.5; +12:37:39.9; Heliocentric; Optical; 1172.0; N;
NGC4343;            survey; Equatorial; J2000; 12:23:38.7; +06:57:14.2; Heliocentric; Optical; 992.9;  N;
NGC4342;            survey; Equatorial; J2000; 12:23:39.0; +07:03:14.4; Heliocentric; Optical; 760.9;  N;
IC3258;             survey; Equatorial; J2000; 12:23:44.5; +12:28:42.0; Heliocentric; Optical; -433.3; N;
VCC0669;            survey; Equatorial; J2000; 12:23:49.9; +06:03:35.3; Heliocentric; Optical; 1162.6; N;
VCC0674;            survey; Equatorial; J2000; 12:23:52.7; +13:52:57.5; Heliocentric; Optical; 646.2;  N;
NGC4341;            survey; Equatorial; J2000; 12:23:53.6; +07:06:25.6; Heliocentric; Optical; 913.3;  N;
WISEAJ122357.3;     survey; Equatorial; J2000; 12:23:57.4; +29:35:48.3; Heliocentric; Optical; 714.0;  N;
VCC0684;            survey; Equatorial; J2000; 12:23:57.7; +12:53:14.0; Heliocentric; Optical; 550.1;  N;
VCC0687;            survey; Equatorial; J2000; 12:23:57.7; +11:53:32.3; Heliocentric; Optical; 584.0;  N;
NGC4350;            survey; Equatorial; J2000; 12:23:57.8; +16:41:36.1; Heliocentric; Optical; 1210.0; N;
WISEAJ122358.2;     survey; Equatorial; J2000; 12:23:58.2; +07:27:01.7; Heliocentric; Optical; 1235.9; N;
NGC4353;            survey; Equatorial; J2000; 12:24:00.3; +07:47:06.0; Heliocentric; Optical; 1058.9; N;
VCC0696;            survey; Equatorial; J2000; 12:24:04.0; +17:32:58.9; Heliocentric; Optical; 523.9;  N;
WISEAJ122405.0;     survey; Equatorial; J2000; 12:24:05.1; +08:17:38.4; Heliocentric; Optical; 1370.1; N;
IC3267;             survey; Equatorial; J2000; 12:24:05.5; +07:02:28.9; Heliocentric; Optical; 1237.3; N;
IC3268;             survey; Equatorial; J2000; 12:24:07.6; +06:36:26.8; Heliocentric; Optical; 727.9;  N;
NGC4359;            survey; Equatorial; J2000; 12:24:11.1; +31:31:17.9; Heliocentric; Optical; 1252.9; N;
VCC0704;            survey; Equatorial; J2000; 12:24:11.3; +13:22:24.3; Heliocentric; Optical; 1150.0; N;
NGC4356;            survey; Equatorial; J2000; 12:24:14.4; +08:32:08.3; Heliocentric; Optical; 1131.8; N;
UGCA279;            survey; Equatorial; J2000; 12:24:14.5; +04:13:33.3; Heliocentric; Optical; 1178.8; N;
UGCA280;            survey; Equatorial; J2000; 12:24:17.0; +67:26:23.8; Heliocentric; Optical; 1318.0; N;
ARK363;             survey; Equatorial; J2000; 12:24:21.8; +13:01:47.1; Heliocentric; Optical; 125.0;  N;
UGC07485;           survey; Equatorial; J2000; 12:24:22.1; +21:09:35.7; Heliocentric; Optical; 949.4;  N;
UGC07490;           survey; Equatorial; J2000; 12:24:25.1; +70:20:01.6; Heliocentric; Optical; 465.0;  N;
NGC4365;            survey; Equatorial; J2000; 12:24:28.3; +07:19:03.6; Heliocentric; Optical; 1242.9; N;
WISEAJ122431.2;     survey; Equatorial; J2000; 12:24:31.3; +06:29:16.5; Heliocentric; Optical; 655.6;  N;
VCC0733;            survey; Equatorial; J2000; 12:24:32.1; +08:38:15.4; Heliocentric; Optical; 1089.0; N;
WISEAJ122435.3;     survey; Equatorial; J2000; 12:24:35.3; +06:01:58.6; Heliocentric; Optical; 1135.2; N;
VCC0739;            survey; Equatorial; J2000; 12:24:40.0; +03:18:11.4; Heliocentric; Optical; 929.4;  N;
WISEAJ122440.2;     survey; Equatorial; J2000; 12:24:40.2; +08:30:17.7; Heliocentric; Optical; 1049.3; N;
WISEAJ122441.5;     survey; Equatorial; J2000; 12:24:41.6; +12:30:40.0; Heliocentric; Optical; 1172.0; N;
WISEAJ122445.6;     survey; Equatorial; J2000; 12:24:45.7; +13:02:59.8; Heliocentric; Optical; 952.0;  N;
NGC4366;            survey; Equatorial; J2000; 12:24:47.0; +07:21:10.8; Heliocentric; Optical; 1272.7; N;
VCC0748;            survey; Equatorial; J2000; 12:24:47.6; +14:34:34.5; Heliocentric; Optical; 1245.0; N;
VCC0747;            survey; Equatorial; J2000; 12:24:47.8; +08:59:29.3; Heliocentric; Optical; 954.5;  N;
IC3292;             survey; Equatorial; J2000; 12:24:48.4; +18:11:42.5; Heliocentric; Optical; 691.9;  N;
VCC0750;            survey; Equatorial; J2000; 12:24:49.6; +06:45:34.3; Heliocentric; Optical; 1058.9; N;
WISEAJ122451.0;     survey; Equatorial; J2000; 12:24:51.0; +07:53:54.8; Heliocentric; Optical; 797.0;  N;
LSBVCC191;          survey; Equatorial; J2000; 12:24:51.2; +15:23:39.4; Heliocentric; Optical; 1150.0; N;
VCC0753;            survey; Equatorial; J2000; 12:24:51.7; +13:06:39.4; Heliocentric; Optical; 915.0;  N;
VCC0756;            survey; Equatorial; J2000; 12:24:53.1; +09:29:37.3; Heliocentric; Optical; 761.9;  N;
MCG+10-18-044;      survey; Equatorial; J2000; 12:24:53.8; +61:03:49.0; Heliocentric; Optical; 709.9;  N;
VCC0755;            survey; Equatorial; J2000; 12:24:54.1; +07:33:25.0; Heliocentric; Optical; 1250.7; N;
NGC4370;            survey; Equatorial; J2000; 12:24:54.9; +07:26:41.6; Heliocentric; Optical; 771.1;  N;
NGC4371;            survey; Equatorial; J2000; 12:24:55.4; +11:42:15.0; Heliocentric; Optical; 933.0;  N;
VCC0761;            survey; Equatorial; J2000; 12:25:00.3; +15:36:15.4; Heliocentric; Optical; 932.1;  N;
VCC0762;            survey; Equatorial; J2000; 12:25:03.0; +07:30:13.8; Heliocentric; Optical; 1274.4; N;
VCC0765;            survey; Equatorial; J2000; 12:25:03.5; +13:14:40.5; Heliocentric; Optical; 956.9;  N;
WISEAJ122504.1;     survey; Equatorial; J2000; 12:25:04.1; +10:06:04.1; Heliocentric; Optical; 903.9;  N;
VCC0769;            survey; Equatorial; J2000; 12:25:04.3; +15:42:40.5; Heliocentric; Optical; 1387.3; N;
VCC0767;            survey; Equatorial; J2000; 12:25:04.8; +13:04:30.6; Heliocentric; Optical; 1150.0; N;
SBS1222+614;        survey; Equatorial; J2000; 12:25:05.4; +61:09:11.7; Heliocentric; Optical; 701.7;  N;
VCC0772;            survey; Equatorial; J2000; 12:25:08.7; +04:24:50.6; Heliocentric; Optical; 1234.0; N;
VCC0775;            survey; Equatorial; J2000; 12:25:09.7; +12:22:57.1; Heliocentric; Optical; 1150.0; N;
VCC0774;            survey; Equatorial; J2000; 12:25:10.1; +10:27:23.3; Heliocentric; Optical; 1150.0; N;
NGC4377;            survey; Equatorial; J2000; 12:25:12.3; +14:45:43.8; Heliocentric; Optical; 1338.0; N;
NGC4379;            survey; Equatorial; J2000; 12:25:14.8; +15:36:26.8; Heliocentric; Optical; 1073.9; N;
VCC0788;            survey; Equatorial; J2000; 12:25:16.8; +11:36:19.3; Heliocentric; Optical; 156.1;  N;
IC3301;             survey; Equatorial; J2000; 12:25:17.5; +14:10:21.6; Heliocentric; Optical; 642.7;  N;
IC3308;             survey; Equatorial; J2000; 12:25:18.2; +26:42:54.4; Heliocentric; Optical; 316.0;  N;
NGC4391;            survey; Equatorial; J2000; 12:25:18.8; +64:56:00.5; Heliocentric; Optical; 1320.3; N;
NGC4380;            survey; Equatorial; J2000; 12:25:22.2; +10:01:00.5; Heliocentric; Optical; 962.9;  N;
WISEAJ122523.3;     survey; Equatorial; J2000; 12:25:23.3; +12:35:32.5; Heliocentric; Optical; 971.0;  N;
VCC0797;            survey; Equatorial; J2000; 12:25:24.0; +18:08:24.0; Heliocentric; Optical; 772.9;  N;
WISEAJ122528.9;     survey; Equatorial; J2000; 12:25:29.0; +09:36:21.2; Heliocentric; Optical; 1150.0; N;
VCCA031;            survey; Equatorial; J2000; 12:25:31.5; +11:09:30.2; Heliocentric; Optical; 885.0;  N;
VCCA086;            survey; Equatorial; J2000; 12:25:32.8; +11:09:12.4; Heliocentric; Optical; 900.0;  N;
IC3311;             survey; Equatorial; J2000; 12:25:33.1; +12:15:38.1; Heliocentric; Optical; -137.0; N;
MESSIER087DW27;     survey; Equatorial; J2000; 12:25:33.5; +13:13:37.4; Heliocentric; Optical; -355.8; N;
NGC4389;            survey; Equatorial; J2000; 12:25:35.2; +45:41:04.6; Heliocentric; Optical; 718.0;  N;
